5.537848605577688765e-01,5.484186501467231967e-01,5.431062318372619213e-01
6.420717131474104056e-01,6.083524318818436250e-01,7.713916693574426331e-01
6.349003984063744666e-01,5.944236176194939159e-01,8.191798514691637223e-01
6.285258964143426441e-01,5.876430205949656482e-01,8.291895382628350353e-01
6.235856573705179651e-01,5.829009699977442116e-01,8.343558282208588528e-01
6.211952191235059484e-01,5.802854594112399900e-01,8.401679044236357585e-01
6.154581673306772638e-01,5.755634114007953661e-01,8.411365837907652798e-01
6.162549800796812693e-01,5.759312320916905037e-01,8.437197287697771886e-01
6.156175298804781315e-01,5.755903774001324136e-01,8.421052631578946901e-01
6.148207171314741259e-01,5.752878653675819187e-01,8.388763319341298041e-01
6.149800796812748827e-01,5.752153744201458085e-01,8.408136906683887357e-01
6.129083665338644904e-01,5.738611233967271241e-01,8.379076525670002829e-01
6.180079681274900372e-01,5.777432252332296292e-01,8.398450113012593254e-01
6.168924302788844072e-01,5.771543086172344905e-01,8.369389731998708726e-01
6.146613545816732582e-01,5.761723132151671534e-01,8.291895382628350353e-01
6.156175298804781315e-01,5.774011299435027889e-01,8.249919276719406280e-01
6.188047808764940427e-01,5.801318481473062283e-01,8.240232483048111067e-01
6.203984063745019428e-01,5.820518705531328996e-01,8.188569583467871782e-01
6.227888446215139595e-01,5.845690454124189417e-01,8.146593477558927709e-01
6.243824701195218596e-01,5.862873134328357994e-01,8.117533096545043181e-01
