max_df,min_df,max_features,actual_words,acc,prec,rec,f1,K,alpha,timeKNN,timePCA
0.2,0.01,10000,1721,0.5770517928286852,0.5394760292283015,0.9773974814336455,0.695222783647221,250,600,197.92197179794312,2444.4272949695587
0.2,0.01,10000,1721,0.574183266932271,0.5377241256879105,0.9780432676783984,0.6939289805269186,450,600,199.03402376174927,2444.4272949695587
0.2,0.01,10000,1721,0.5843824701195219,0.543872241162749,0.9786890539231514,0.6991926182237601,550,600,199.77531218528748,2444.4272949695587
0.2,0.01,10000,1721,0.6068525896414343,0.5581180811808119,0.9767516951888925,0.7103440178466596,800,600,199.43896794319153,2444.4272949695587
0.2,0.01,10000,1721,0.7158565737051793,0.6510344827586206,0.9144333225702292,0.7605747280784209,1500,600,198.79744601249695,2444.4272949695587
0.2,0.005,10000,3131,0.6519521912350598,0.6566037735849056,0.6180174362286084,0.6367265469061877,25,0,1322.1076908111572,0.0043561458587646484
0.2,0.005,10000,3131,0.5700398406374502,0.5350430353065168,0.9835324507587988,0.6930602957906713,250,0,1341.3328161239624,0.0043561458587646484
0.2,0.005,10000,3131,0.5324302788844621,0.5136859781696054,0.9877300613496932,0.6758727353071143,450,0,1361.5758299827576,0.0043561458587646484
0.2,0.005,10000,3131,0.5282868525896415,0.5114452798663325,0.9883758475944462,0.6740805989870072,550,0,1324.6548261642456,0.0043561458587646484
0.2,0.005,10000,3131,0.5566533864541833,0.5271598551474392,0.9870842751049402,0.6872751798561151,800,0,1321.268059015274,0.0043561458587646484
0.2,0.005,10000,3131,0.7657370517928287,0.7336972134444125,0.8246690345495641,0.7765278200060809,1500,0,1394.3154423236847,0.0043561458587646484
0.2,0.005,10000,3131,0.6913147410358566,0.6967435549525102,0.6632224733613175,0.6795698924731183,25,10,3.1781678199768066,175.93845200538635
0.2,0.005,10000,3131,0.7050199203187251,0.7242620590352772,0.6496609622215047,0.684936170212766,250,10,3.2573390007019043,175.93845200538635
0.2,0.005,10000,3131,0.7053386454183267,0.7360060514372163,0.6283500161446561,0.6779306740985891,450,10,3.3007960319519043,175.93845200538635
0.2,0.005,10000,3131,0.7031075697211155,0.736579754601227,0.6202776880852438,0.6734443470639789,550,10,3.221703052520752,175.93845200538635
0.2,0.005,10000,3131,0.7021513944223108,0.7456,0.6018727801097836,0.6660711095229588,800,10,3.253793239593506,175.93845200538635
0.2,0.005,10000,3131,0.6945019920318725,0.7655265526552655,0.5492412011624153,0.6395939086294417,1500,10,3.2383651733398438,175.93845200538635
0.2,0.005,10000,3131,0.712191235059761,0.7232791421653407,0.6751695188892477,0.6983967935871743,25,50,11.45782208442688,848.8898401260376
0.2,0.005,10000,3131,0.7434262948207171,0.7652515162326079,0.6926057474975783,0.7271186440677966,250,50,10.079972743988037,848.8898401260376
0.2,0.005,10000,3131,0.7456573705179282,0.7801418439716312,0.6748466257668712,0.7236842105263157,450,50,10.05573296546936,848.8898401260376
0.2,0.005,10000,3131,0.7467729083665339,0.7849584278155707,0.6706490151759767,0.7233153404144175,550,50,10.07183313369751,848.8898401260376
0.2,0.005,10000,3131,0.7450199203187251,0.7904540162980209,0.657733290280917,0.7180119844906592,800,50,10.1421058177948,848.8898401260376
0.2,0.005,10000,3131,0.7276494023904383,0.8285984848484849,0.5650629641588634,0.6719139950086389,1500,50,10.104264974594116,848.8898401260376
0.2,0.005,10000,3131,0.7142629482071713,0.7129327237099935,0.7048756861478851,0.7088813119012827,25,200,53.88703989982605,3399.8065259456635
0.2,0.005,10000,3131,0.7431075697211156,0.6922081283976185,0.8634162092347433,0.7683908045977011,250,200,53.15925097465515,3399.8065259456635
0.2,0.005,10000,3131,0.7521912350597609,0.7025748817656332,0.8634162092347433,0.7747356221932493,450,200,53.57905197143555,3399.8065259456635
0.2,0.005,10000,3131,0.7397609561752988,0.6860701576004067,0.8714885372941557,0.7677428530792206,550,200,53.45550203323364,3399.8065259456635
0.2,0.005,10000,3131,0.7367330677290836,0.6816696002011566,0.8753632547626735,0.766468758835171,800,200,53.81528902053833,3399.8065259456635
0.2,0.005,10000,3131,0.7725896414342629,0.7677998717126363,0.7730061349693251,0.7703942075623491,1500,200,53.5011727809906,3399.8065259456635
0.2,0.005,10000,3131,0.6854183266932271,0.6527060103345118,0.7749434937035841,0.7085916740478299,25,600,197.85916686058044,13926.00338101387
0.2,0.005,10000,3131,0.5894820717131474,0.5472690981673017,0.973845657087504,0.7007434944237919,250,600,198.37552309036255,13926.00338101387
0.2,0.005,10000,3131,0.5875697211155378,0.545963518150623,0.9761059089441395,0.7002548065786425,450,600,197.86248397827148,13926.00338101387
0.2,0.005,10000,3131,0.5945816733067729,0.5503918352469473,0.97513722957701,0.7036346691519105,550,600,198.19303178787231,13926.00338101387
0.2,0.005,10000,3131,0.6294820717131474,0.5738614619211634,0.9683564740071037,0.7206536104769914,800,600,198.13236808776855,13926.00338101387
0.2,0.005,10000,3131,0.7764143426294821,0.7483870967741936,0.8240232483048111,0.7843860457968341,1500,600,198.6997299194336,13926.00338101387
0.2,0.002,10000,6424,0.6580079681274901,0.6269692923898531,0.7581530513400064,0.6863490207541654,25,0,2730.0132648944855,0.004925966262817383
0.2,0.002,10000,6424,0.5595219123505976,0.5288112130126319,0.9867613819825638,0.6885984677782785,250,0,2716.6364879608154,0.004925966262817383
0.2,0.002,10000,6424,0.5263745019920318,0.5103941460169632,0.9909589925734582,0.6737650933040614,450,0,2723.9097068309784,0.004925966262817383
0.2,0.002,10000,6424,0.5238247011952192,0.5090396417316304,0.9909589925734582,0.6725838264299802,550,0,2770.1552169322968,0.004925966262817383
0.2,0.002,10000,6424,0.5649402390438247,0.5318964018772814,0.9880529544720698,0.6915254237288135,800,0,2845.5207772254944,0.004925966262817383
0.2,0.002,10000,6424,0.7526693227091633,0.8386672512056116,0.6176945431062318,0.7114168835998512,1500,0,2644.019378185272,0.004925966262817383
0.2,0.002,10000,6424,0.6903585657370518,0.6982817869415807,0.6561188246690346,0.6765440319627102,25,10,3.1063477993011475,791.7644000053406
0.2,0.002,10000,6424,0.7058167330677291,0.7236324633535931,0.6535356796900226,0.6868001357312521,250,10,3.1194329261779785,791.7644000053406
0.2,0.002,10000,6424,0.7066135458167331,0.7357357357357357,0.632870519857927,0.6804374240583232,450,10,3.0983450412750244,791.7644000053406
0.2,0.002,10000,6424,0.7035856573705179,0.7359786341091187,0.6228608330642558,0.6747114375655825,550,10,3.1380667686462402,791.7644000053406
0.2,0.002,10000,6424,0.7016733067729084,0.740478994895956,0.6089764288020665,0.6683203401842664,800,10,3.137218952178955,791.7644000053406
0.2,0.002,10000,6424,0.6943426294820717,0.7600352889280988,0.5563448498546981,0.6424310216256525,1500,10,3.1418020725250244,791.7644000053406
0.2,0.002,10000,6424,0.7134661354581673,0.7267015706806282,0.6722634807878592,0.6984233478698424,25,50,10.008235931396484,3814.22301197052
0.2,0.002,10000,6424,0.7469322709163346,0.777695988222304,0.6822731675815306,0.7268661850705195,250,50,9.912227153778076,3814.22301197052
0.2,0.002,10000,6424,0.7453386454183267,0.7903913211933359,0.6587019696480465,0.718562874251497,450,50,10.004102230072021,3814.22301197052
0.2,0.002,10000,6424,0.747410358565737,0.7969363707776905,0.6551501453019051,0.7191210349105087,550,50,9.967190027236938,3814.22301197052
0.2,0.002,10000,6424,0.7464541832669322,0.8033843674456084,0.6438488860187278,0.714823445061839,800,50,9.967562913894653,3814.22301197052
0.2,0.002,10000,6424,0.7230278884462151,0.8409433015554441,0.5411688731030029,0.6585461689587425,1500,50,10.127870082855225,3814.22301197052
