5.381673306772908338e-01,5.407619827939369461e-01,4.262189215369712736e-01,4.767063921993499598e-01
5.697211155378486547e-01,5.425144570571857061e-01,8.178882789796577679e-01,6.523306721607005088e-01
5.617529880478087101e-01,5.356922443941576351e-01,8.408136906683887357e-01,6.544357878864036637e-01
5.649402390438247323e-01,5.370931877905801288e-01,8.579270261543429088e-01,6.606166086524116743e-01
5.633466135458167212e-01,5.356785928442934219e-01,8.653535679690023130e-01,6.617283950617283139e-01
5.510756972111553464e-01,5.270165959089154750e-01,8.818211172102033979e-01,6.597415146756854254e-01
5.370517928286852039e-01,5.177777777777777812e-01,9.028091701646755451e-01,6.581146286924797195e-01
5.220717131474104100e-01,5.087406350338922190e-01,9.208911850177591285e-01,6.554061817763988662e-01
5.123505976095616976e-01,5.032112480472140659e-01,9.360671617694542590e-01,6.545495597200270410e-01
5.064541832669322563e-01,5.000000000000000000e-01,9.706167258637391493e-01,6.600065868920848011e-01
4.935458167330677437e-01,4.935458167330677437e-01,1.000000000000000000e+00,6.609048228766538635e-01
