5.147410358565737143e-01,5.227670753064798115e-01,1.927671940587665500e-01,2.816702052370842480e-01
6.597609561752988405e-01,7.188353048225659681e-01,5.101711333548595295e-01,5.967894239848914317e-01
6.669322709163346685e-01,7.321346242508067759e-01,5.127542783338714383e-01,6.031143182681352188e-01
6.686852589641434363e-01,7.303167420814479227e-01,5.211494995156603638e-01,6.082532504239683835e-01
6.726693227091633531e-01,7.371532514779445266e-01,5.234097513722957284e-01,6.121601208459214183e-01
6.728286852589641098e-01,7.390109890109890500e-01,5.211494995156603638e-01,6.112478697216436885e-01
6.739442231075697398e-01,7.394077448747152781e-01,5.240555376170487056e-01,6.133786848072562137e-01
6.721912350597609720e-01,7.394106813996317307e-01,5.185663545366483440e-01,6.096033402922755862e-01
6.712350597609562097e-01,7.409133271202236193e-01,5.134000645786245265e-01,6.065229830249856402e-01
6.718725099601593476e-01,7.441204139228598802e-01,5.108169195996125067e-01,6.057821175569596539e-01
6.694820717131474419e-01,7.413874469089193342e-01,5.072650952534710767e-01,6.023773006134969243e-01
